,index,AT_load_actual_entsoe_power_statistics,AT_load_actual_entsoe_transparency,AT_price_day_ahead,AT_solar_generation_actual,AT_wind_onshore_generation_actual,AT_windspeed_10m,AT_temperature,AT_radiation_direct_horizontal,AT_radiation_diffuse_horizontal
16241,103946,7257.0,6664.0,32.0,0.0,275.0,2.47,-1.524,0.0,0.0
16242,103947,7124.0,6495.0,31.0,0.0,225.0,2.51,-1.311,0.0,0.0
16243,103948,7454.0,6643.0,33.0,0.0,171.0,2.5,-1.102,0.0,0.0
16244,103949,8489.0,7351.0,35.0,0.0,147.0,2.48,-0.919,0.0,0.0
16245,103950,9904.0,8514.0,41.0,0.0,133.0,2.53,-0.76,0.0,0.0
16246,103951,10534.0,9371.0,55.0,15.0,189.0,2.59,-0.551,0.1875,6.711
16247,103952,10630.0,9592.0,62.0,49.0,187.0,2.65,0.479,2.5208,50.5907
16248,103953,10485.0,9484.0,62.0,98.0,194.0,2.91,1.749,9.9634,109.4248
16249,103954,10412.0,9403.0,62.0,144.0,210.0,3.24,2.856,27.7282,165.0807
16250,103955,10373.0,9385.0,63.0,169.0,189.0,3.6,3.985,58.1187,199.3117
16251,103956,10145.0,9210.0,61.0,174.0,214.0,3.93,4.697,52.2182,197.561
16252,103957,10153.0,9213.0,61.0,159.0,235.0,3.98,4.772,29.6161,169.0448
16253,103958,10173.0,9185.0,60.0,116.0,346.0,3.66,4.377,11.6277,116.001
16254,103959,10313.0,9302.0,61.0,61.0,739.0,3.29,3.473,3.2055,56.3674
16255,103960,10757.0,9555.0,68.0,20.0,711.0,3.12,2.317,0.3687,10.3243
16256,103961,10927.0,9841.0,85.0,8.0,400.0,2.88,1.542,0.0,0.0005
16257,103962,10571.0,9689.0,70.0,8.0,294.0,2.58,1.044,0.0,0.0
16258,103963,9917.0,9143.0,61.0,0.0,320.0,2.43,0.671,0.0,0.0
16259,103964,9231.0,8528.0,49.0,0.0,299.0,2.29,0.35,0.0,0.0
16260,103965,8729.0,8061.0,41.0,0.0,323.0,2.19,0.084,0.0,0.0
16261,103966,8437.0,7811.0,38.0,0.0,300.0,2.08,-0.079,0.0,0.0
16262,103967,7834.0,7322.0,37.0,0.0,291.0,1.98,-0.096,0.0,0.0
16263,103968,7475.0,6954.0,37.0,0.0,230.0,1.8,-0.01,0.0,0.0
16264,103969,7298.0,6726.0,36.0,0.0,169.0,1.6,0.175,0.0,0.0
16265,103970,7161.0,6562.0,34.0,0.0,134.0,1.43,0.247,0.0,0.0
16266,103971,7121.0,6466.0,34.0,0.0,87.0,1.42,0.177,0.0,0.0
16267,103972,7397.0,6636.0,35.0,0.0,135.0,1.62,-0.158,0.0,0.0
16268,103973,8433.0,7310.0,36.0,0.0,80.0,1.85,-0.523,0.0,0.0
16269,103974,9726.0,8418.0,42.0,0.0,164.0,2.11,-0.732,0.0,0.0
16270,103975,10432.0,9227.0,53.0,14.0,224.0,2.25,-0.924,0.474,9.5686
16271,103976,10504.0,9494.0,58.0,46.0,166.0,2.29,0.217,4.9677,63.1636
16272,103977,10579.0,9534.0,58.0,98.0,125.0,2.31,1.3,9.2072,109.7976
16273,103978,10649.0,9571.0,56.0,147.0,108.0,2.3,2.071,12.25,144.2688
16274,103979,10610.0,9629.0,56.0,171.0,75.0,2.17,2.565,10.6396,151.5052
16275,103980,10244.0,9390.0,55.0,168.0,56.0,2.0,2.762,7.3536,137.1834
16276,103981,10125.0,9197.0,54.0,141.0,42.0,1.86,2.787,4.0424,105.1755
16277,103982,10135.0,9144.0,52.0,100.0,52.0,1.85,2.536,2.0019,69.52
16278,103983,10106.0,9116.0,53.0,54.0,82.0,1.82,2.033,0.7457,33.9483
16279,103984,10518.0,9379.0,57.0,19.0,121.0,1.78,1.198,0.1096,6.1343
16280,103985,10625.0,9597.0,77.0,8.0,206.0,1.94,0.66,0.0,0.0004
16281,103986,10163.0,9353.0,72.0,8.0,244.0,1.97,0.571,0.0,0.0
16282,103987,9498.0,8757.0,62.0,0.0,236.0,2.14,0.661,0.0,0.0
16283,103988,8874.0,8194.0,50.0,0.0,245.0,2.43,0.699,0.0,0.0
16284,103989,8346.0,7706.0,47.0,0.0,344.0,2.64,0.71,0.0,0.0
16285,103990,8280.0,7574.0,47.0,0.0,515.0,2.97,0.697,0.0,0.0
16286,103991,7727.0,7118.0,43.0,0.0,649.0,3.23,0.521,0.0,0.0
16287,103992,7337.0,6848.0,40.0,0.0,640.0,3.5,0.212,0.0,0.0
16288,103993,7002.0,6494.0,40.0,0.0,707.0,3.57,-0.169,0.0,0.0
16289,103994,6865.0,6372.0,39.0,0.0,831.0,3.63,-0.487,0.0,0.0
16290,103995,6881.0,6219.0,38.0,0.0,1088.0,3.84,-0.821,0.0,0.0
16291,103996,7021.0,6241.0,38.0,0.0,1290.0,4.04,-1.086,0.0,0.0
16292,103997,7309.0,6483.0,37.0,0.0,1315.0,4.22,-1.378,0.0,0.0
16293,103998,7821.0,6836.0,39.0,0.0,1301.0,4.36,-1.672,0.0,0.0
16294,103999,8438.0,7460.0,39.0,11.0,1337.0,4.33,-1.898,0.0808,4.1608
16295,104000,9046.0,7969.0,40.0,39.0,1494.0,4.37,-1.651,1.2378,38.1956
16296,104001,9281.0,8330.0,42.0,82.0,1559.0,4.55,-1.06,4.533,86.6118
16297,104002,9389.0,8424.0,42.0,119.0,1696.0,4.7,-0.506,9.7309,130.3698
16298,104003,9395.0,8525.0,43.0,145.0,1775.0,4.77,-0.026,16.6245,162.4362
16299,104004,9100.0,8330.0,42.0,155.0,1798.0,4.86,0.397,23.1278,174.2834
16300,104005,8897.0,8117.0,40.0,139.0,1891.0,4.87,0.679,27.2853,163.9478
16301,104006,8816.0,7971.0,40.0,105.0,1935.0,4.82,0.724,25.3113,131.3111
16302,104007,8849.0,7935.0,40.0,57.0,1957.0,4.45,0.415,10.2951,72.668
16303,104008,9302.0,8199.0,44.0,18.0,1964.0,4.13,-0.654,0.9863,12.4963
16304,104009,9531.0,8555.0,53.0,8.0,1934.0,4.15,-1.599,0.0,0.0003
16305,104010,9104.0,8369.0,48.0,8.0,1881.0,4.08,-2.186,0.0,0.0
16306,104011,8560.0,7856.0,46.0,0.0,1994.0,3.99,-2.8,0.0,0.0
16307,104012,8106.0,7477.0,42.0,0.0,1904.0,3.87,-3.391,0.0,0.0
16308,104013,7826.0,7186.0,38.0,0.0,1714.0,3.75,-3.875,0.0,0.0
16309,104014,7888.0,7301.0,38.0,0.0,1710.0,3.66,-4.253,0.0,0.0
16310,104015,7407.0,6920.0,36.0,0.0,1725.0,3.6,-4.494,0.0,0.0
16311,104016,7064.0,6632.0,33.0,0.0,1756.0,3.51,-4.658,0.0,0.0
16312,104017,6868.0,6350.0,30.0,0.0,1781.0,3.42,-4.828,0.0,0.0
16313,104018,6720.0,6209.0,30.0,0.0,1706.0,3.35,-4.979,0.0,0.0
16314,104019,6617.0,6092.0,30.0,0.0,1739.0,3.32,-5.058,0.0,0.0
16315,104020,6599.0,6050.0,31.0,0.0,1740.0,3.22,-5.163,0.0,0.0
16316,104021,6803.0,6141.0,31.0,0.0,1698.0,3.01,-5.389,0.0,0.0
16317,104022,7120.0,6343.0,30.0,0.0,1740.0,2.89,-5.616,0.0,0.0
16318,104023,7507.0,6748.0,30.0,15.0,1765.0,2.96,-5.506,4.3774,11.1982
16319,104024,7904.0,7076.0,33.0,56.0,1740.0,3.18,-3.817,57.0378,60.4281
16320,104025,8204.0,7373.0,37.0,120.0,1746.0,3.39,-1.748,156.6937,82.3274
16321,104026,8419.0,7567.0,38.0,183.0,1706.0,3.4,-0.338,231.1443,94.9889
16322,104027,8396.0,7603.0,40.0,222.0,1730.0,3.38,0.401,260.3865,106.4407
16323,104028,8109.0,7410.0,40.0,225.0,1769.0,3.32,0.818,235.845,118.4961
16324,104029,7863.0,7174.0,37.0,193.0,1641.0,3.27,0.908,165.3475,126.6331
16325,104030,7851.0,7081.0,38.0,135.0,1349.0,3.11,0.623,85.3366,114.8226
16326,104031,7904.0,7101.0,40.0,68.0,919.0,2.42,-0.279,22.0071,70.7205
16327,104032,8578.0,7459.0,43.0,21.0,745.0,2.19,-2.479,1.0515,10.9612
16328,104033,8861.0,7958.0,49.0,8.0,827.0,2.39,-3.516,0.0,0.0
16329,104034,8833.0,8025.0,48.0,8.0,951.0,2.42,-4.064,0.0,0.0
16330,104035,8550.0,7805.0,47.0,0.0,1016.0,2.44,-4.526,0.0,0.0
16331,104036,8265.0,7576.0,42.0,0.0,1047.0,2.44,-4.911,0.0,0.0
16332,104037,7948.0,7244.0,40.0,0.0,938.0,2.43,-5.199,0.0,0.0
16333,104038,8051.0,7356.0,40.0,0.0,917.0,2.47,-5.468,0.0,0.0
16334,104039,7605.0,6980.0,37.0,0.0,905.0,2.54,-5.552,0.0,0.0
16335,104040,7354.0,6806.0,34.0,0.0,937.0,2.57,-5.616,0.0,0.0
16336,104041,7181.0,6601.0,34.0,0.0,819.0,2.57,-5.499,0.0,0.0
16337,104042,7124.0,6523.0,34.0,0.0,767.0,2.57,-5.363,0.0,0.0
16338,104043,7060.0,6412.0,34.0,0.0,759.0,2.52,-5.325,0.0,0.0
16339,104044,7459.0,6619.0,35.0,0.0,731.0,2.52,-5.284,0.0,0.0
16340,104045,8488.0,7340.0,36.0,0.0,622.0,2.48,-5.378,0.0,0.0
16341,104046,9773.0,8469.0,44.0,0.0,565.0,2.44,-5.521,0.0,0.0
16342,104047,10505.0,9376.0,51.0,16.0,469.0,2.49,-5.519,2.6295,9.5164
16343,104048,10568.0,9534.0,54.0,62.0,323.0,2.67,-4.023,43.7453,59.4399
16344,104049,10474.0,9482.0,50.0,139.0,200.0,2.77,-1.909,161.5688,73.2105
16345,104050,10507.0,9459.0,48.0,212.0,143.0,2.7,-0.321,262.3233,72.8873
16346,104051,10546.0,9542.0,46.0,260.0,79.0,2.49,0.619,315.7095,73.0774
16347,104052,10320.0,9335.0,47.0,270.0,46.0,2.35,1.149,316.8061,73.2098
16348,104053,10331.0,9335.0,50.0,237.0,30.0,2.23,1.347,270.8609,71.0073
16349,104054,10273.0,9283.0,50.0,166.0,32.0,2.06,1.166,185.2742,65.4164
16350,104055,10358.0,9309.0,53.0,82.0,31.0,1.49,0.171,71.464,53.1974
16351,104056,11066.0,9745.0,60.0,23.0,38.0,1.64,-2.187,5.3785,11.3689
16352,104057,11239.0,10160.0,84.0,8.0,59.0,1.69,-3.322,0.0,0.0
16353,104058,10804.0,9893.0,68.0,8.0,82.0,1.59,-3.731,0.0,0.0
16354,104059,10222.0,9414.0,59.0,0.0,82.0,1.51,-4.092,0.0,0.0
16355,104060,9696.0,8920.0,48.0,0.0,59.0,1.4,-4.407,0.0,0.0
16356,104061,9088.0,8385.0,42.0,0.0,39.0,1.33,-4.572,0.0,0.0
16357,104062,8811.0,8197.0,41.0,0.0,18.0,1.34,-4.888,0.0,0.0
16358,104063,8218.0,7679.0,36.0,0.0,15.0,1.39,-5.208,0.0,0.0
16359,104064,7943.0,7320.0,28.0,0.0,21.0,1.48,-5.4,0.0,0.0
16360,104065,7746.0,7138.0,27.0,0.0,31.0,1.55,-5.593,0.0,0.0
16361,104066,7530.0,6944.0,24.0,0.0,71.0,1.59,-5.755,0.0,0.0
16362,104067,7485.0,6820.0,24.0,0.0,131.0,1.66,-5.855,0.0,0.0
16363,104068,7813.0,7010.0,27.0,0.0,170.0,1.66,-5.85,0.0,0.0
16364,104069,8806.0,7624.0,30.0,0.0,201.0,1.66,-5.839,0.0,0.0
16365,104070,10093.0,8748.0,36.0,0.0,195.0,1.76,-5.928,0.0,0.0
16366,104071,10704.0,9511.0,41.0,13.0,221.0,1.95,-5.883,3.5156,9.3508
16367,104072,10775.0,9758.0,43.0,53.0,188.0,2.33,-4.17,53.1371,57.0708
16368,104073,10651.0,9652.0,43.0,120.0,134.0,2.5,-1.749,149.2044,79.5202
16369,104074,10613.0,9551.0,44.0,181.0,133.0,2.78,0.188,234.7187,87.5463
16370,104075,10477.0,9502.0,45.0,216.0,164.0,2.8,1.258,250.701,104.798
16371,104076,10155.0,9247.0,43.0,216.0,220.0,2.7,1.863,184.0053,133.9501
16372,104077,10179.0,9212.0,44.0,182.0,428.0,2.65,2.049,114.7457,139.5975
16373,104078,10193.0,9208.0,43.0,125.0,422.0,2.38,1.868,60.5877,115.1161
16374,104079,10267.0,9225.0,45.0,61.0,521.0,1.99,0.954,21.39,66.3945
16375,104080,10834.0,9582.0,46.0,19.0,690.0,2.27,-0.975,1.9046,10.3415
16376,104081,10881.0,9816.0,52.0,8.0,940.0,2.58,-1.583,0.0,0.0
16377,104082,10481.0,9629.0,48.0,8.0,948.0,2.73,-1.523,0.0,0.0
16378,104083,9756.0,9017.0,43.0,0.0,873.0,2.77,-1.439,0.0,0.0
16379,104084,9239.0,8614.0,40.0,0.0,739.0,2.82,-1.221,0.0,0.0
16380,104085,8491.0,8016.0,38.0,0.0,651.0,2.9,-0.949,0.0,0.0
16381,104086,8234.0,7752.0,37.0,0.0,663.0,3.04,-0.653,0.0,0.0
16382,104087,7666.0,7194.0,36.0,0.0,568.0,3.26,-0.271,0.0,0.0
16383,104088,7338.0,6782.0,34.0,0.0,418.0,3.25,0.034,0.0,0.0
16384,104089,7166.0,6519.0,33.0,0.0,435.0,3.13,0.325,0.0,0.0
16385,104090,7065.0,6336.0,34.0,0.0,402.0,2.86,0.574,0.0,0.0
16386,104091,7074.0,6214.0,34.0,0.0,377.0,2.61,0.749,0.0,0.0
16387,104092,7548.0,6404.0,34.0,0.0,315.0,2.54,0.856,0.0,0.0
16388,104093,8610.0,7055.0,36.0,0.0,306.0,2.55,0.931,0.0,0.0
16389,104094,9885.0,8239.0,43.0,0.0,270.0,2.6,1.015,0.0,0.0
16390,104095,10309.0,9168.0,49.0,12.0,244.0,2.6,1.161,0.0291,2.2844
16391,104096,10335.0,9468.0,52.0,41.0,215.0,2.57,1.598,0.3211,20.9812
16392,104097,10404.0,9482.0,49.0,90.0,189.0,2.54,2.122,0.8695,46.4278
16393,104098,10475.0,9578.0,49.0,137.0,192.0,2.55,2.727,2.0552,79.3466
16394,104099,10498.0,9681.0,47.0,168.0,193.0,2.65,3.482,4.8068,118.2383
16395,104100,10424.0,9487.0,44.0,179.0,217.0,2.53,4.116,6.9772,133.0619
16396,104101,10362.0,9483.0,43.0,159.0,242.0,2.33,4.537,7.2385,124.3569
16397,104102,10342.0,9424.0,41.0,115.0,313.0,2.21,4.532,5.0727,93.2696
16398,104103,10414.0,9506.0,40.0,59.0,432.0,2.11,3.843,1.7148,45.0137
16399,104104,10635.0,9655.0,38.0,19.0,519.0,2.15,2.92,0.1032,4.7861
16400,104105,10574.0,9765.0,43.0,8.0,593.0,2.27,2.551,0.0,0.0
16401,104106,10107.0,9569.0,41.0,8.0,658.0,2.43,2.653,0.0,0.0
16402,104107,9520.0,8986.0,37.0,0.0,613.0,2.54,2.658,0.0,0.0
16403,104108,8851.0,8453.0,34.0,0.0,555.0,2.54,2.639,0.0,0.0
16404,104109,8603.0,7892.0,32.0,0.0,528.0,2.52,2.666,0.0,0.0
16405,104110,8198.0,7706.0,32.0,0.0,554.0,2.51,2.766,0.0,0.0
16406,104111,7604.0,7176.0,30.0,0.0,579.0,2.5,2.953,0.0,0.0
16407,104112,7295.0,6839.0,29.0,0.0,555.0,2.46,3.147,0.0,0.0
16408,104113,6983.0,6520.0,27.0,0.0,486.0,2.37,3.184,0.0,0.0
16409,104114,6828.0,6351.0,26.0,0.0,475.0,2.26,3.12,0.0,0.0
16410,104115,6841.0,6226.0,26.0,0.0,473.0,2.15,3.077,0.0,0.0
16411,104116,7089.0,6378.0,28.0,0.0,451.0,2.08,3.039,0.0,0.0
16412,104117,8082.0,7013.0,31.0,0.0,429.0,2.09,2.922,0.0,0.0
16413,104118,9432.0,8107.0,36.0,0.0,459.0,2.1,2.814,0.0,0.0
16414,104119,10117.0,9007.0,45.0,12.0,507.0,2.13,2.731,0.1457,4.1856
16415,104120,10328.0,9303.0,49.0,45.0,478.0,2.23,3.373,3.0769,46.3612
16416,104121,10376.0,9323.0,50.0,99.0,472.0,2.28,4.525,14.2566,107.1241
16417,104122,10516.0,9486.0,47.0,148.0,475.0,2.34,5.569,32.8445,154.9523
16418,104123,10479.0,9554.0,46.0,177.0,556.0,2.5,6.514,43.5931,177.495
16419,104124,10153.0,9267.0,44.0,183.0,475.0,2.66,7.091,41.5307,176.9491
16420,104125,10076.0,9181.0,42.0,165.0,435.0,2.67,7.26,33.5441,156.4795
16421,104126,10116.0,9104.0,41.0,125.0,602.0,2.5,7.013,22.0505,117.7457
16422,104127,10180.0,9151.0,42.0,67.0,682.0,2.37,5.911,8.2787,61.8324
16423,104128,10699.0,9482.0,44.0,21.0,768.0,2.51,4.35,0.6229,7.8735
16424,104129,10769.0,9712.0,47.0,8.0,623.0,2.65,3.672,0.0,0.0
16425,104130,10332.0,9486.0,44.0,8.0,630.0,2.74,3.168,0.0,0.0
16426,104131,9712.0,8976.0,41.0,0.0,601.0,2.75,2.68,0.0,0.0
16427,104132,9079.0,8462.0,32.0,0.0,568.0,2.79,2.401,0.0,0.0
16428,104133,8412.0,7878.0,28.0,0.0,587.0,2.77,2.195,0.0,0.0
16429,104134,8182.0,7653.0,23.0,0.0,639.0,2.71,1.944,0.0,0.0
16430,104135,7562.0,7082.0,15.0,0.0,659.0,2.67,1.718,0.0,0.0
16431,104136,7244.0,6696.0,-1.0,0.0,663.0,2.64,1.559,0.0,0.0
16432,104137,6937.0,6439.0,-2.0,0.0,754.0,2.7,1.429,0.0,0.0
16433,104138,6893.0,6312.0,-4.0,0.0,799.0,2.88,1.226,0.0,0.0
16434,104139,6758.0,6166.0,2.0,0.0,846.0,3.14,1.015,0.0,0.0
16435,104140,7108.0,6355.0,7.0,0.0,1003.0,3.3,0.931,0.0,0.0
16436,104141,8101.0,7045.0,13.0,0.0,992.0,3.32,0.775,0.0,0.0
16437,104142,9455.0,8164.0,29.0,0.0,742.0,3.28,0.759,0.0,0.0
16438,104143,10164.0,9032.0,36.0,13.0,487.0,3.19,0.91,0.1676,3.7672
16439,104144,10307.0,9262.0,37.0,49.0,299.0,3.21,1.848,5.289,48.8635
16440,104145,10269.0,9218.0,35.0,112.0,205.0,3.32,3.532,37.0003,111.6789
16441,104146,10164.0,9183.0,33.0,171.0,243.0,3.44,5.499,122.4075,134.0564
16442,104147,10079.0,9123.0,32.0,227.0,327.0,3.8,7.498,194.8343,127.0979
16443,104148,9683.0,8855.0,31.0,256.0,583.0,4.23,9.098,219.2753,116.8884
16444,104149,9576.0,8642.0,31.0,235.0,896.0,4.37,10.064,183.7323,109.4432
16445,104150,9481.0,8586.0,32.0,169.0,1334.0,4.15,10.161,112.5868,95.6453
16446,104151,9662.0,8684.0,33.0,84.0,1688.0,3.95,9.048,35.444,62.7738
16447,104152,10162.0,8996.0,36.0,24.0,1857.0,3.93,7.245,1.3291,7.9712
16448,104153,10278.0,9309.0,42.0,8.0,2088.0,3.64,6.217,0.0,0.0
16449,104154,9854.0,9066.0,41.0,8.0,1930.0,3.39,5.539,0.0,0.0
16450,104155,9202.0,8506.0,41.0,0.0,1781.0,3.17,5.003,0.0,0.0
16451,104156,8613.0,7989.0,37.0,0.0,1544.0,2.86,4.517,0.0,0.0
16452,104157,8032.0,7464.0,33.0,0.0,1196.0,2.53,4.076,0.0,0.0
16453,104158,7854.0,7338.0,30.0,0.0,832.0,2.27,3.695,0.0,0.0
16454,104159,7223.0,6819.0,24.0,0.0,533.0,2.03,3.363,0.0,0.0
16455,104160,6940.0,6489.0,9.0,0.0,400.0,1.78,3.148,0.0,0.0
16456,104161,6609.0,6131.0,9.0,0.0,210.0,1.62,3.081,0.0,0.0
16457,104162,6429.0,5939.0,9.0,0.0,120.0,1.58,3.091,0.0,0.0
16458,104163,6272.0,5752.0,9.0,0.0,97.0,1.48,3.068,0.0,0.0
16459,104164,6439.0,5784.0,11.0,0.0,84.0,1.44,3.047,0.0,0.0
16460,104165,6807.0,6089.0,14.0,0.0,91.0,1.56,3.056,0.0,0.0
16461,104166,7335.0,6417.0,20.0,0.0,140.0,1.76,3.143,0.0,0.0
16462,104167,8037.0,7071.0,28.0,11.0,343.0,1.98,3.292,0.0368,2.3686
16463,104168,8523.0,7531.0,31.0,35.0,702.0,2.35,3.964,0.4638,24.6922
16464,104169,8798.0,7856.0,34.0,77.0,1187.0,2.62,4.841,1.1794,52.875
16465,104170,8980.0,8060.0,35.0,111.0,1479.0,2.97,5.877,2.5172,85.8343
16466,104171,9024.0,8153.0,35.0,133.0,1761.0,3.29,6.946,3.9397,109.8544
16467,104172,8687.0,7955.0,34.0,130.0,1939.0,3.42,7.764,3.7063,107.5771
16468,104173,8577.0,7807.0,34.0,101.0,1993.0,3.52,8.199,2.6828,88.828
16469,104174,8521.0,7672.0,35.0,68.0,2019.0,3.8,8.188,1.7693,64.344
16470,104175,8599.0,7719.0,37.0,38.0,1923.0,4.09,7.793,0.7201,31.4088
16471,104176,8977.0,7948.0,40.0,15.0,1686.0,4.02,7.1,0.0603,3.411
16472,104177,9056.0,8163.0,44.0,8.0,1270.0,3.55,6.438,0.0,0.0
16473,104178,8743.0,8044.0,43.0,8.0,1226.0,3.11,5.728,0.0,0.0
16474,104179,8175.0,7512.0,39.0,0.0,1508.0,3.39,4.981,0.0,0.0
16475,104180,7723.0,7100.0,36.0,0.0,1505.0,3.54,4.093,0.0,0.0
16476,104181,7360.0,6728.0,32.0,0.0,1413.0,3.15,3.075,0.0,0.0
16477,104182,7324.0,6730.0,31.0,0.0,916.0,2.67,2.369,0.0,0.0
16478,104183,6868.0,6300.0,26.0,0.0,391.0,2.18,1.841,0.0,0.0
16479,104184,6507.0,6057.0,15.0,0.0,206.0,1.96,1.628,0.0,0.0
16480,104185,6180.0,5729.0,11.0,0.0,89.0,1.73,1.784,0.0,0.0
16481,104186,6045.0,5596.0,9.0,0.0,88.0,1.96,1.913,0.0,0.0
16482,104187,5896.0,5421.0,9.0,0.0,139.0,2.44,1.922,0.0,0.0
16483,104188,5973.0,5402.0,9.0,0.0,255.0,2.74,2.064,0.0,0.0
16484,104189,6149.0,5544.0,9.0,0.0,429.0,3.09,2.304,0.0,0.0
16485,104190,6462.0,5707.0,4.0,0.0,665.0,3.4,2.499,0.0,0.0
16486,104191,6962.0,6235.0,5.0,13.0,967.0,3.61,2.768,0.2001,3.9749
16487,104192,7343.0,6526.0,4.0,48.0,1187.0,3.93,3.736,3.311,43.9865
16488,104193,7670.0,6854.0,7.0,108.0,1576.0,4.21,5.205,11.8856,97.6777
16489,104194,7932.0,7170.0,7.0,169.0,1845.0,4.44,6.731,29.6413,145.6004
16490,104195,7920.0,7268.0,8.0,214.0,1786.0,4.75,8.212,57.8863,172.8181
16491,104196,7482.0,6904.0,6.0,228.0,1750.0,4.96,9.357,77.2193,172.7667
16492,104197,7318.0,6662.0,-2.0,201.0,1736.0,4.83,9.964,70.207,153.7735
16493,104198,7120.0,6521.0,-12.0,142.0,1864.0,4.44,9.856,40.0765,117.1978
16494,104199,7275.0,6591.0,-5.0,70.0,1974.0,4.08,8.867,11.9702,60.527
16495,104200,7929.0,6996.0,10.0,21.0,2015.0,4.02,7.381,0.7864,6.8272
16496,104201,8214.0,7465.0,15.0,8.0,2080.0,4.04,6.724,0.0,0.0
16497,104202,8222.0,7550.0,18.0,8.0,2033.0,4.05,6.475,0.0,0.0
16498,104203,7929.0,7299.0,14.0,0.0,1990.0,4.03,6.353,0.0,0.0
16499,104204,7552.0,7019.0,16.0,0.0,1896.0,3.97,6.181,0.0,0.0
16500,104205,7275.0,6664.0,13.0,0.0,1841.0,3.9,5.984,0.0,0.0
16501,104206,7300.0,6745.0,12.0,0.0,1888.0,3.83,5.844,0.0,0.0
16502,104207,6869.0,6372.0,9.0,0.0,1908.0,3.78,5.731,0.0,0.0
16503,104208,6474.0,6038.0,1.0,0.0,1790.0,3.74,5.668,0.0,0.0
16504,104209,6301.0,5834.0,-2.0,0.0,1744.0,3.74,5.62,0.0,0.0
16505,104210,6240.0,5725.0,-1.0,0.0,1907.0,3.76,5.507,0.0,0.0
16506,104211,6193.0,5652.0,1.0,0.0,1796.0,3.76,5.383,0.0,0.0
16507,104212,6671.0,5873.0,7.0,0.0,1710.0,3.8,5.261,0.0,0.0
16508,104213,7747.0,6637.0,15.0,0.0,1756.0,3.86,5.182,0.0,0.0
16509,104214,9259.0,7929.0,31.0,0.0,1853.0,3.95,5.199,0.0,0.0
16510,104215,9819.0,8778.0,43.0,14.0,1890.0,4.14,5.331,0.1918,3.4328
16511,104216,9978.0,9004.0,43.0,58.0,1734.0,4.34,6.147,6.2585,49.0211
16512,104217,9826.0,8882.0,42.0,136.0,1684.0,4.53,7.672,28.2796,106.6831
16513,104218,9935.0,8937.0,41.0,211.0,1718.0,4.88,9.294,81.5411,142.5699
16514,104219,9899.0,8963.0,42.0,264.0,1734.0,5.47,10.956,147.3578,143.7776
16515,104220,9676.0,8784.0,42.0,275.0,1857.0,5.78,12.15,171.584,133.9192
16516,104221,9600.0,8699.0,42.0,237.0,1967.0,5.81,12.688,151.2651,119.9965
16517,104222,9723.0,8736.0,42.0,163.0,2041.0,5.58,12.478,88.0212,101.6412
16518,104223,9896.0,8869.0,45.0,80.0,2140.0,5.28,11.416,20.8079,60.2641
16519,104224,10421.0,9217.0,47.0,22.0,2180.0,5.2,9.867,0.6136,5.6503
16520,104225,10480.0,9460.0,50.0,8.0,2183.0,5.17,9.159,0.0,0.0
16521,104226,10196.0,9322.0,47.0,8.0,2230.0,5.14,8.831,0.0,0.0
16522,104227,9382.0,8690.0,45.0,0.0,2214.0,5.02,8.525,0.0,0.0
16523,104228,8797.0,8119.0,43.0,0.0,2035.0,4.98,8.284,0.0,0.0
16524,104229,8087.0,7519.0,37.0,0.0,2039.0,4.86,8.008,0.0,0.0
16525,104230,7883.0,7280.0,35.0,0.0,2079.0,4.67,7.719,0.0,0.0
16526,104231,7332.0,6776.0,32.0,0.0,2055.0,4.5,7.37,0.0,0.0
16527,104232,7028.0,6529.0,24.0,0.0,2060.0,4.4,7.054,0.0,0.0
16528,104233,6750.0,6222.0,22.0,0.0,2112.0,4.3,6.793,0.0,0.0
16529,104234,6510.0,6071.0,21.0,0.0,2068.0,4.22,6.628,0.0,0.0
16530,104235,6507.0,5972.0,21.0,0.0,1994.0,4.06,6.475,0.0,0.0
16531,104236,6878.0,6119.0,23.0,0.0,2045.0,4.03,6.335,0.0,0.0
16532,104237,7895.0,6837.0,27.0,0.0,2074.0,3.98,6.285,0.0,0.0
16533,104238,9359.0,8024.0,35.0,0.0,2110.0,3.94,6.247,0.0,0.0
16534,104239,9964.0,8888.0,43.0,14.0,2103.0,3.93,6.216,0.2824,3.6047
16535,104240,10077.0,9124.0,43.0,57.0,2029.0,4.06,7.136,10.2715,51.9522
16536,104241,10037.0,9034.0,41.0,131.0,1948.0,4.1,8.802,49.3214,106.0592
16537,104242,9967.0,9012.0,41.0,207.0,1961.0,4.31,10.406,107.5012,131.148
16538,104243,9933.0,8988.0,41.0,259.0,1966.0,4.67,12.043,176.4285,128.1702
16539,104244,9686.0,8787.0,42.0,271.0,1956.0,4.77,13.378,188.6216,123.3451
16540,104245,9691.0,8800.0,42.0,235.0,1953.0,4.6,13.936,142.1699,120.1691
16541,104246,9584.0,8698.0,46.0,164.0,1799.0,4.24,13.599,78.1334,101.8957
16542,104247,9801.0,8761.0,50.0,79.0,1695.0,4.0,12.168,21.1477,58.3846
16543,104248,10355.0,9168.0,54.0,22.0,1749.0,3.99,10.056,0.6778,5.3917
16544,104249,10446.0,9452.0,58.0,8.0,1730.0,3.94,8.914,0.0,0.0
