,index,AT_load_actual_entsoe_power_statistics,AT_load_actual_entsoe_transparency,AT_price_day_ahead,AT_solar_generation_actual,AT_wind_onshore_generation_actual,AT_windspeed_10m,AT_temperature,AT_radiation_direct_horizontal,AT_radiation_diffuse_horizontal
0,87656,7035.0,6343.0,36.0,2.0,109.0,3.27,-4.179,1.5614,25.9639
1,87657,7394.0,6882.0,41.0,10.0,146.0,3.23,-2.807,7.5467,75.0443
2,87658,7770.0,6963.0,45.0,21.0,146.0,3.22,-1.315,17.2073,116.9171
3,87659,7820.0,7110.0,50.0,32.0,158.0,3.22,-0.051,35.4289,146.8923
4,87660,7694.0,7136.0,51.0,37.0,187.0,3.0,0.791,58.5238,151.4721
5,87661,7565.0,7013.0,48.0,35.0,244.0,2.8,1.234,59.1383,131.9586
6,87662,7469.0,6735.0,47.0,27.0,299.0,2.61,1.186,32.5552,95.5056
7,87663,7581.0,6543.0,46.0,14.0,327.0,2.41,0.46,6.6182,38.6153
8,87664,8157.0,6603.0,51.0,3.0,346.0,2.44,-0.586,0.16,1.3147
9,87665,8458.0,6735.0,61.0,0.0,310.0,2.56,-1.445,0.0,0.0
10,87666,8391.0,6626.0,58.0,0.0,205.0,2.54,-1.879,0.0,0.0
11,87667,8078.0,6738.0,54.0,0.0,222.0,2.44,-2.239,0.0,0.0
12,87668,7635.0,6654.0,44.0,0.0,251.0,2.25,-2.376,0.0,0.0
13,87669,7219.0,6255.0,35.0,0.0,138.0,2.2,-2.551,0.0,0.0
14,87670,7234.0,6221.0,33.0,0.0,92.0,2.27,-2.739,0.0,0.0
15,87671,6778.0,5864.0,21.0,0.0,103.0,2.44,-2.716,0.0,0.0
16,87672,6459.0,5533.0,15.0,0.0,106.0,2.6,-2.599,0.0,0.0
17,87673,6210.0,5205.0,9.0,0.0,79.0,2.62,-2.383,0.0,0.0
18,87674,6101.0,4971.0,5.0,0.0,126.0,2.58,-2.1,0.0,0.0
19,87675,6018.0,4669.0,-5.0,0.0,195.0,2.56,-1.744,0.0,0.0
20,87676,6218.0,4756.0,-4.0,0.0,225.0,2.56,-1.549,0.0,0.0
21,87677,6915.0,5080.0,-4.0,0.0,237.0,2.68,-1.68,0.0,0.0
22,87678,7604.0,5422.0,9.0,0.0,211.0,2.84,-1.849,0.0,0.0
23,87679,8360.0,5856.0,26.0,0.0,242.0,3.03,-2.036,0.0718,0.631
24,87680,8795.0,6366.0,36.0,3.0,302.0,3.19,-1.411,13.7908,37.5356
25,87681,9053.0,6431.0,42.0,15.0,369.0,3.2,0.513,68.0748,80.9344
26,87682,9131.0,6699.0,41.0,33.0,413.0,3.36,2.151,136.944,97.4019
27,87683,9060.0,6543.0,45.0,50.0,407.0,3.63,3.286,193.0618,97.0962
28,87684,8836.0,6310.0,47.0,58.0,424.0,3.73,4.013,192.043,99.1527
29,87685,8840.0,6257.0,46.0,55.0,478.0,3.76,4.081,109.1949,112.9073
30,87686,8830.0,6307.0,44.0,41.0,520.0,4.03,3.183,21.2788,89.0074
31,87687,8996.0,6502.0,44.0,20.0,578.0,4.64,2.012,1.5623,25.8723
32,87688,9576.0,6889.0,53.0,4.0,553.0,4.79,1.385,0.0195,0.6294
33,87689,9766.0,5972.0,65.0,0.0,1048.0,4.96,1.386,0.0,0.0
34,87690,9378.0,5892.0,62.0,0.0,1498.0,4.89,1.564,0.0,0.0
35,87691,8787.0,5807.0,52.0,0.0,1615.0,4.86,1.663,0.0,0.0
36,87692,8214.0,5313.0,41.0,0.0,1702.0,4.86,1.559,0.0,0.0
37,87693,7639.0,5379.0,30.0,0.0,1637.0,4.93,1.244,0.0,0.0
38,87694,7602.0,5325.0,28.0,0.0,1512.0,4.93,0.775,0.0,0.0
39,87695,7060.0,5145.0,21.0,0.0,1407.0,4.95,0.363,0.0,0.0
40,87696,6681.0,5827.0,6.0,0.0,1373.0,4.95,0.034,0.0,0.0
41,87697,6306.0,5779.0,0.0,0.0,1350.0,4.96,-0.292,0.0,0.0
42,87698,6071.0,5467.0,-2.0,0.0,1304.0,5.14,-0.555,0.0,0.0
43,87699,5952.0,5201.0,-1.0,0.0,1241.0,5.13,-0.892,0.0,0.0
44,87700,6091.0,5244.0,2.0,0.0,1146.0,5.01,-1.237,0.0,0.0
45,87701,6482.0,5405.0,4.0,0.0,1423.0,4.68,-1.493,0.0,0.0
46,87702,6940.0,5402.0,8.0,0.0,1366.0,4.27,-1.641,0.0,0.0
47,87703,7632.0,5553.0,15.0,1.0,1323.0,3.89,-1.763,0.0363,0.6275
48,87704,8103.0,5476.0,16.0,5.0,1296.0,3.68,-1.466,4.5291,36.5322
49,87705,8365.0,5612.0,19.0,20.0,1059.0,3.57,-0.34,15.5225,90.9246
50,87706,8573.0,5660.0,22.0,41.0,903.0,3.43,0.733,26.7716,131.9236
51,87707,8500.0,5663.0,24.0,58.0,718.0,3.34,1.425,29.9469,153.7149
52,87708,8222.0,5305.0,24.0,65.0,503.0,3.05,1.608,10.4806,124.6881
53,87709,8113.0,4932.0,24.0,59.0,293.0,2.65,1.274,2.9696,77.2137
54,87710,8164.0,4706.0,27.0,43.0,279.0,2.54,0.847,1.1513,44.2434
55,87711,8378.0,4833.0,29.0,23.0,356.0,2.52,0.327,0.2841,15.0954
56,87712,8943.0,5124.0,32.0,6.0,346.0,2.42,-0.142,0.0065,0.443
57,87713,9059.0,6064.0,40.0,0.0,301.0,2.39,-0.334,0.0,0.0
58,87714,8695.0,5937.0,41.0,0.0,114.0,2.43,-0.386,0.0,0.0
59,87715,8216.0,5767.0,37.0,0.0,83.0,2.53,-0.402,0.0,0.0
60,87716,7742.0,5697.0,31.0,0.0,69.0,2.72,-0.349,0.0,0.0
61,87717,7347.0,5329.0,27.0,0.0,67.0,2.63,-0.432,0.0,0.0
62,87718,7352.0,5570.0,21.0,0.0,54.0,2.78,-0.515,0.0,0.0
63,87719,6905.0,5452.0,14.0,0.0,61.0,2.81,-0.56,0.0,0.0
64,87720,6491.0,5513.0,14.0,0.0,57.0,2.98,-0.698,0.0,0.0
65,87721,6125.0,5234.0,11.0,0.0,143.0,3.43,-0.714,0.0,0.0
66,87722,5965.0,5106.0,9.0,0.0,569.0,4.16,-0.609,0.0,0.0
67,87723,5847.0,4804.0,5.0,0.0,1081.0,4.7,-0.808,0.0,0.0
68,87724,5944.0,4797.0,2.0,0.0,1424.0,5.22,-1.085,0.0,0.0
69,87725,6189.0,4868.0,1.0,0.0,1639.0,5.93,-1.223,0.0,0.0
70,87726,6423.0,5035.0,-1.0,0.0,1672.0,6.13,-1.413,0.0,0.0
71,87727,6962.0,5385.0,3.0,0.0,1667.0,6.5,-1.581,0.0698,0.7412
72,87728,7448.0,5513.0,7.0,3.0,1732.0,6.97,-1.368,9.076,38.3729
73,87729,7827.0,5567.0,11.0,14.0,1849.0,7.5,-0.723,40.8557,91.4136
74,87730,8173.0,5618.0,14.0,28.0,1921.0,7.84,-0.085,72.8444,125.0671
75,87731,8273.0,5621.0,18.0,40.0,1945.0,8.0,0.339,97.9163,140.745
76,87732,7988.0,5540.0,17.0,46.0,1914.0,8.06,0.515,94.755,142.8411
77,87733,7754.0,5454.0,13.0,42.0,1910.0,7.99,0.39,59.8163,130.7595
78,87734,7597.0,5162.0,13.0,31.0,1886.0,7.66,0.019,20.5001,91.3415
79,87735,7784.0,5044.0,14.0,16.0,1839.0,7.16,-0.563,4.2118,36.3596
80,87736,8515.0,5292.0,15.0,4.0,1825.0,6.76,-1.259,0.0487,1.0032
81,87737,8723.0,4946.0,23.0,0.0,1813.0,6.56,-1.558,0.0,0.0
82,87738,8626.0,4833.0,29.0,0.0,1802.0,6.5,-1.673,0.0,0.0
83,87739,8330.0,5035.0,29.0,0.0,1777.0,6.51,-1.686,0.0,0.0
84,87740,7887.0,5067.0,22.0,0.0,1674.0,6.43,-1.744,0.0,0.0
85,87741,7497.0,4753.0,20.0,0.0,1561.0,6.29,-1.871,0.0,0.0
86,87742,7485.0,5092.0,22.0,0.0,1406.0,6.26,-2.027,0.0,0.0
87,87743,6982.0,5177.0,14.0,0.0,1421.0,6.18,-2.172,0.0,0.0
88,87744,6676.0,6180.0,19.0,0.0,1473.0,6.05,-2.317,0.0,0.0
89,87745,6473.0,6005.0,18.0,0.0,1566.0,5.86,-2.499,0.0,0.0
90,87746,6334.0,5987.0,17.0,0.0,1575.0,5.63,-2.738,0.0,0.0
91,87747,6243.0,5758.0,16.0,0.0,1549.0,5.4,-3.017,0.0,0.0
92,87748,6422.0,5692.0,17.0,0.0,1460.0,5.14,-3.248,0.0,0.0
93,87749,7066.0,5979.0,21.0,0.0,1370.0,5.01,-3.338,0.0,0.0
94,87750,7738.0,6252.0,32.0,0.0,1301.0,4.86,-3.37,0.0,0.0
95,87751,8538.0,6770.0,38.0,0.0,1235.0,4.95,-3.3,0.0432,0.7065
96,87752,9048.0,6833.0,42.0,4.0,1148.0,5.23,-2.74,5.086,36.6533
97,87753,9323.0,7129.0,45.0,18.0,1363.0,5.43,-1.666,15.9774,88.2545
98,87754,9465.0,7428.0,45.0,36.0,1421.0,5.64,-0.74,26.597,126.7562
99,87755,9613.0,7268.0,47.0,49.0,1651.0,5.82,-0.197,36.8348,149.3824
100,87756,9370.0,7290.0,48.0,56.0,1580.0,5.96,0.032,40.0737,151.1756
101,87757,9357.0,7423.0,48.0,52.0,1599.0,6.08,0.055,34.1184,132.4594
102,87758,9385.0,7260.0,48.0,38.0,1846.0,6.05,-0.169,20.4549,94.4006
103,87759,9396.0,7390.0,49.0,19.0,1832.0,5.94,-0.842,5.6768,39.2993
104,87760,9868.0,7248.0,48.0,4.0,1788.0,5.98,-1.774,0.2485,1.7737
105,87761,10007.0,7791.0,58.0,0.0,1813.0,5.97,-2.154,0.0,0.0
106,87762,9758.0,7560.0,60.0,0.0,1785.0,5.81,-2.343,0.0,0.0
107,87763,9123.0,7351.0,52.0,0.0,1705.0,5.6,-2.492,0.0,0.0
108,87764,8486.0,7251.0,44.0,0.0,1499.0,5.22,-2.662,0.0,0.0
109,87765,7882.0,6582.0,39.0,0.0,1338.0,4.95,-2.852,0.0,0.0
110,87766,7919.0,6429.0,36.0,0.0,1263.0,4.68,-3.093,0.0,0.0
111,87767,7379.0,6182.0,32.0,0.0,1164.0,4.51,-3.274,0.0,0.0
112,87768,6920.0,5523.0,31.0,0.0,1112.0,4.22,-3.493,0.0,0.0
113,87769,6606.0,5220.0,29.0,0.0,960.0,3.83,-3.767,0.0,0.0
114,87770,6440.0,5015.0,28.0,0.0,866.0,3.63,-4.035,0.0,0.0
115,87771,6279.0,4868.0,27.0,0.0,791.0,3.43,-4.232,0.0,0.0
116,87772,6363.0,4974.0,28.0,0.0,741.0,3.16,-4.423,0.0,0.0
117,87773,6549.0,4926.0,29.0,0.0,716.0,2.93,-4.551,0.0,0.0
118,87774,6785.0,4742.0,35.0,0.0,589.0,2.75,-4.698,0.0,0.0
119,87775,7320.0,5437.0,42.0,0.0,642.0,2.64,-4.911,0.1581,0.9264
120,87776,7709.0,5821.0,46.0,4.0,614.0,2.71,-4.389,25.5953,35.8842
121,87777,8086.0,6248.0,45.0,17.0,441.0,2.62,-2.565,115.759,59.1602
122,87778,8422.0,6608.0,43.0,36.0,321.0,2.52,-0.602,213.8665,60.0467
123,87779,8469.0,6946.0,42.0,53.0,398.0,2.44,0.484,272.4229,57.9579
124,87780,8031.0,6642.0,40.0,62.0,485.0,2.32,0.994,278.1566,56.3177
125,87781,7841.0,6204.0,39.0,59.0,551.0,2.21,1.09,232.5027,54.2774
126,87782,7718.0,5994.0,39.0,45.0,527.0,1.92,0.657,142.9878,50.7093
127,87783,7769.0,6010.0,41.0,24.0,470.0,1.78,-1.148,38.2397,35.2511
128,87784,8474.0,6565.0,44.0,7.0,422.0,2.08,-3.2,0.464,1.7522
129,87785,8990.0,7218.0,52.0,0.0,319.0,2.2,-4.246,0.0,0.0
130,87786,8872.0,7112.0,52.0,0.0,383.0,2.23,-4.918,0.0,0.0
131,87787,8621.0,6675.0,46.0,0.0,268.0,2.21,-5.407,0.0,0.0
132,87788,8144.0,6040.0,38.0,0.0,152.0,2.15,-5.829,0.0,0.0
133,87789,7686.0,5732.0,35.0,0.0,93.0,2.07,-6.163,0.0,0.0
134,87790,7775.0,6084.0,33.0,0.0,60.0,1.95,-6.303,0.0,0.0
135,87791,7301.0,5728.0,29.0,0.0,94.0,1.91,-6.401,0.0,0.0
136,87792,7076.0,5973.0,28.0,0.0,178.0,1.97,-6.472,0.0,0.0
137,87793,6786.0,5568.0,27.0,0.0,189.0,2.16,-6.522,0.0,0.0
138,87794,6671.0,5642.0,26.0,0.0,271.0,2.48,-6.492,0.0,0.0
139,87795,6596.0,5547.0,26.0,0.0,304.0,2.7,-6.315,0.0,0.0
140,87796,6922.0,5846.0,27.0,0.0,459.0,2.93,-6.26,0.0,0.0
141,87797,7981.0,6134.0,27.0,0.0,532.0,3.07,-6.418,0.0,0.0
142,87798,9381.0,6658.0,32.0,0.0,627.0,3.18,-6.736,0.0,0.0
143,87799,10194.0,7557.0,42.0,0.0,762.0,3.28,-6.979,0.046,0.8116
144,87800,10456.0,7301.0,49.0,3.0,755.0,3.34,-6.518,5.0505,37.1964
145,87801,10467.0,7589.0,50.0,15.0,767.0,3.5,-4.728,21.7594,92.7651
146,87802,10614.0,8031.0,49.0,34.0,782.0,3.5,-2.868,38.7265,131.3764
147,87803,10574.0,8168.0,49.0,49.0,760.0,3.4,-1.61,60.0437,152.2622
148,87804,10412.0,8316.0,48.0,57.0,594.0,3.14,-0.651,80.2073,151.5174
149,87805,10296.0,8395.0,47.0,53.0,443.0,2.77,-0.125,61.1793,134.6908
150,87806,10304.0,8556.0,46.0,40.0,370.0,2.4,-0.164,25.3882,96.6105
151,87807,10364.0,8250.0,45.0,22.0,329.0,1.91,-1.017,5.8515,40.7271
152,87808,10864.0,7679.0,47.0,6.0,293.0,1.87,-2.315,0.1331,1.6602
153,87809,11033.0,8570.0,53.0,0.0,283.0,1.95,-2.867,0.0,0.0
154,87810,10688.0,8500.0,51.0,0.0,210.0,1.94,-3.226,0.0,0.0
155,87811,9941.0,8064.0,43.0,0.0,184.0,1.99,-3.542,0.0,0.0
156,87812,9372.0,7256.0,36.0,0.0,148.0,2.01,-3.823,0.0,0.0
157,87813,8764.0,6923.0,31.0,0.0,137.0,2.05,-4.06,0.0,0.0
158,87814,8586.0,6833.0,25.0,0.0,113.0,2.04,-4.261,0.0,0.0
159,87815,8015.0,6600.0,22.0,0.0,121.0,2.0,-4.395,0.0,0.0
160,87816,7753.0,6651.0,21.0,0.0,140.0,1.89,-4.499,0.0,0.0
161,87817,7481.0,6357.0,19.0,0.0,166.0,1.87,-4.576,0.0,0.0
162,87818,7311.0,6360.0,14.0,0.0,175.0,1.87,-4.559,0.0,0.0
163,87819,7257.0,6417.0,14.0,0.0,191.0,1.78,-4.422,0.0,0.0
164,87820,7547.0,6302.0,15.0,0.0,173.0,1.79,-4.344,0.0,0.0
165,87821,8430.0,6601.0,15.0,0.0,186.0,1.88,-4.187,0.0,0.0
166,87822,9681.0,7193.0,21.0,0.0,188.0,2.08,-4.011,0.0,0.0
167,87823,10502.0,7686.0,28.0,0.0,152.0,2.28,-3.845,0.0255,0.6977
168,87824,10733.0,8061.0,33.0,3.0,147.0,2.48,-3.228,2.5641,32.116
169,87825,10772.0,8289.0,33.0,17.0,199.0,2.6,-1.793,14.4925,88.742
170,87826,10818.0,7662.0,33.0,36.0,268.0,2.66,-0.473,34.1365,131.8266
171,87827,10837.0,7548.0,35.0,52.0,334.0,2.71,0.571,60.1596,154.2122
172,87828,10485.0,7753.0,34.0,62.0,373.0,2.77,1.268,77.5472,153.0147
173,87829,10443.0,7959.0,34.0,62.0,388.0,2.81,1.615,69.3508,134.3614
174,87830,10333.0,8037.0,34.0,50.0,421.0,2.74,1.483,39.1772,99.9508
175,87831,10392.0,7986.0,34.0,29.0,494.0,2.67,0.64,7.8063,43.5556
176,87832,10770.0,8117.0,36.0,10.0,545.0,2.98,-0.276,0.1522,1.8164
177,87833,11029.0,8256.0,39.0,2.0,582.0,3.32,-0.469,0.0,0.0
178,87834,10694.0,8340.0,37.0,0.0,582.0,3.53,-0.514,0.0,0.0
179,87835,9942.0,8259.0,34.0,0.0,561.0,3.77,-0.553,0.0,0.0
180,87836,9355.0,7917.0,26.0,0.0,623.0,3.95,-0.513,0.0,0.0
181,87837,8589.0,7268.0,23.0,0.0,570.0,4.25,-0.408,0.0,0.0
182,87838,8448.0,7185.0,19.0,0.0,623.0,4.69,-0.281,0.0,0.0
183,87839,7869.0,7322.0,13.0,0.0,618.0,5.16,-0.025,0.0,0.0
184,87840,7501.0,6851.0,11.0,0.0,526.0,5.52,0.334,0.0,0.0
185,87841,7163.0,6560.0,10.0,0.0,510.0,5.63,0.564,0.0,0.0
186,87842,6934.0,6468.0,6.0,0.0,565.0,5.6,0.579,0.0,0.0
187,87843,6864.0,6526.0,4.0,0.0,1128.0,5.44,0.381,0.0,0.0
188,87844,7276.0,6398.0,3.0,0.0,1548.0,5.01,0.167,0.0,0.0
189,87845,8118.0,6978.0,8.0,0.0,1151.0,4.52,-0.125,0.0,0.0
190,87846,9339.0,7006.0,17.0,0.0,719.0,4.11,-0.602,0.0,0.0
191,87847,10145.0,6886.0,24.0,0.0,608.0,4.02,-0.746,0.0571,1.1059
192,87848,10482.0,6947.0,25.0,8.0,946.0,4.12,0.078,1.4545,28.4145
193,87849,10486.0,6750.0,25.0,33.0,1015.0,4.32,1.178,4.0643,65.9809
194,87850,10551.0,6491.0,24.0,66.0,631.0,4.45,2.583,34.3917,138.7473
195,87851,10451.0,6067.0,24.0,94.0,659.0,4.74,3.759,83.0449,159.4885
196,87852,10039.0,5986.0,23.0,105.0,661.0,5.08,4.272,56.522,162.3462
197,87853,9968.0,6146.0,22.0,92.0,822.0,5.4,4.045,15.8976,123.5255
198,87854,9936.0,6583.0,21.0,67.0,998.0,5.76,3.564,5.6928,77.1441
199,87855,10078.0,6228.0,21.0,37.0,1395.0,6.26,3.152,1.3745,30.0978
200,87856,10539.0,6776.0,21.0,11.0,1422.0,6.63,2.897,0.0214,0.9546
201,87857,10616.0,6768.0,26.0,1.0,1569.0,6.84,2.941,0.0,0.0
202,87858,10223.0,6714.0,26.0,0.0,1697.0,7.08,3.181,0.0,0.0
203,87859,9570.0,6382.0,23.0,0.0,1788.0,7.34,3.546,0.0,0.0
204,87860,8902.0,5702.0,20.0,0.0,1955.0,7.48,3.767,0.0,0.0
205,87861,8297.0,5410.0,18.0,0.0,1965.0,7.66,3.901,0.0,0.0
206,87862,8256.0,5596.0,17.0,0.0,1949.0,7.9,3.981,0.0,0.0
207,87863,7541.0,5627.0,11.0,0.0,1866.0,7.96,4.02,0.0,0.0
208,87864,7167.0,5731.0,14.0,0.0,1675.0,8.15,3.989,0.0,0.0
209,87865,6712.0,5658.0,9.0,0.0,1337.0,8.23,4.043,0.0,0.0
210,87866,6477.0,4936.0,5.0,0.0,1003.0,8.05,4.189,0.0,0.0
211,87867,6283.0,5118.0,5.0,0.0,834.0,7.87,4.484,0.0,0.0
212,87868,6330.0,5352.0,1.0,0.0,595.0,7.71,4.979,0.0,0.0
213,87869,6693.0,5493.0,-1.0,0.0,609.0,7.8,5.655,0.0,0.0
214,87870,7140.0,5650.0,-1.0,0.0,821.0,8.46,6.573,0.0,0.0
215,87871,7895.0,6385.0,5.0,1.0,1408.0,9.47,7.368,0.04,0.9241
216,87872,8438.0,6803.0,10.0,9.0,1712.0,9.74,7.969,3.0552,33.6228
217,87873,8640.0,6964.0,12.0,36.0,1894.0,9.74,8.777,22.9104,94.2626
218,87874,8838.0,6717.0,14.0,73.0,1950.0,9.35,9.61,61.2054,132.5495
219,87875,8727.0,6530.0,14.0,104.0,1873.0,9.17,10.311,107.5359,143.2334
220,87876,8310.0,6348.0,14.0,117.0,1708.0,8.93,10.756,126.0333,136.9361
221,87877,8094.0,5962.0,9.0,118.0,1809.0,8.63,10.929,114.9733,119.727
222,87878,8051.0,5782.0,8.0,97.0,1859.0,8.36,10.641,62.1329,95.4296
223,87879,8151.0,5737.0,7.0,55.0,1707.0,8.28,9.792,13.1517,47.0168
224,87880,8628.0,5600.0,10.0,16.0,1693.0,8.19,8.78,0.2335,2.2174
225,87881,8993.0,5831.0,17.0,1.0,1775.0,8.15,8.361,0.0,0.0
226,87882,8583.0,5776.0,17.0,0.0,1703.0,8.16,8.143,0.0,0.0
227,87883,8112.0,5800.0,15.0,0.0,1785.0,8.14,8.012,0.0,0.0
228,87884,7618.0,5172.0,11.0,0.0,1803.0,8.04,7.925,0.0,0.0
229,87885,7164.0,4819.0,9.0,0.0,1681.0,7.88,7.845,0.0,0.0
230,87886,7239.0,4645.0,9.0,0.0,1812.0,7.78,7.689,0.0,0.0
231,87887,6756.0,5453.0,2.0,0.0,1873.0,7.57,7.429,0.0,0.0
232,87888,6394.0,5400.0,-7.0,0.0,1858.0,7.03,7.003,0.0,0.0
233,87889,5993.0,5087.0,-12.0,0.0,1787.0,6.08,6.303,0.0,0.0
234,87890,5892.0,4926.0,-16.0,0.0,1306.0,5.09,5.287,0.0,0.0
235,87891,5738.0,4802.0,-16.0,0.0,903.0,4.26,4.195,0.0,0.0
236,87892,5848.0,4790.0,-20.0,0.0,771.0,3.53,3.274,0.0,0.0
237,87893,6033.0,4952.0,-21.0,0.0,575.0,3.05,2.71,0.0,0.0
238,87894,6295.0,5213.0,-23.0,0.0,849.0,2.7,2.363,0.0,0.0
239,87895,6962.0,5369.0,-6.0,0.0,1241.0,2.54,2.132,0.0116,0.6829
240,87896,7541.0,5763.0,-7.0,6.0,1219.0,2.85,1.993,0.3238,16.9932
241,87897,8085.0,5593.0,4.0,21.0,1534.0,3.56,2.024,1.0867,45.2045
242,87898,8542.0,5984.0,7.0,42.0,1553.0,4.68,1.975,2.5496,77.5694
243,87899,8685.0,6279.0,10.0,60.0,1498.0,5.96,1.858,5.1416,107.894
244,87900,8357.0,6274.0,8.0,67.0,1803.0,6.95,1.704,10.3767,133.2924
245,87901,8135.0,6368.0,3.0,67.0,1860.0,7.57,1.392,11.9844,125.9259
246,87902,8004.0,6093.0,2.0,56.0,1808.0,7.58,0.967,5.5134,81.6315
247,87903,7992.0,5993.0,1.0,31.0,1798.0,7.65,0.519,1.5652,33.902
248,87904,8518.0,6008.0,4.0,7.0,1770.0,7.58,0.025,0.0479,1.6378
249,87905,8772.0,5950.0,14.0,0.0,1648.0,7.61,-0.333,0.0,0.0
250,87906,8770.0,6162.0,15.0,0.0,1552.0,7.62,-0.643,0.0,0.0
251,87907,8392.0,5888.0,14.0,0.0,1384.0,7.5,-0.866,0.0,0.0
252,87908,7973.0,5921.0,10.0,0.0,1572.0,7.24,-1.035,0.0,0.0
253,87909,7638.0,5476.0,8.0,0.0,1688.0,7.11,-1.1,0.0,0.0
254,87910,7764.0,5397.0,6.0,0.0,1516.0,7.03,-1.093,0.0,0.0
255,87911,7307.0,5312.0,1.0,0.0,1691.0,7.02,-1.064,0.0,0.0
256,87912,7034.0,6690.0,-8.0,0.0,1555.0,7.04,-1.06,0.0,0.0
257,87913,6832.0,6415.0,-16.0,0.0,1585.0,7.0,-1.031,0.0,0.0
258,87914,6683.0,6087.0,-16.0,0.0,1711.0,6.84,-0.999,0.0,0.0
259,87915,6636.0,6016.0,-16.0,0.0,1746.0,6.66,-0.905,0.0,0.0
260,87916,7026.0,5964.0,-16.0,0.0,1849.0,6.53,-0.74,0.0,0.0
261,87917,8076.0,6289.0,2.0,0.0,1846.0,6.5,-0.681,0.0,0.0
262,87918,9483.0,6769.0,18.0,0.0,1790.0,6.58,-0.673,0.0,0.0
263,87919,10340.0,7328.0,25.0,1.0,1729.0,6.51,-0.624,0.0957,1.5235
264,87920,10515.0,7398.0,31.0,8.0,1823.0,6.26,-0.111,5.0456,41.0755
265,87921,10494.0,7519.0,30.0,30.0,1794.0,6.23,1.041,20.7054,97.8536
266,87922,10569.0,8163.0,30.0,57.0,1835.0,6.19,2.027,46.3526,140.468
267,87923,10465.0,7990.0,31.0,82.0,1770.0,6.14,2.725,63.8873,162.2709
268,87924,10178.0,7814.0,30.0,96.0,1690.0,5.85,3.013,38.7425,158.601
269,87925,10040.0,7616.0,30.0,93.0,1279.0,5.25,2.909,17.2789,126.4743
270,87926,9884.0,7749.0,30.0,74.0,787.0,4.54,2.493,7.4421,82.8876
271,87927,9925.0,7512.0,31.0,44.0,501.0,3.95,1.631,2.4384,36.1172
272,87928,10536.0,7579.0,31.0,17.0,540.0,3.67,0.475,0.1771,2.5602
273,87929,10705.0,7741.0,35.0,3.0,419.0,3.59,0.07,0.0,0.0
274,87930,10403.0,7798.0,34.0,0.0,345.0,3.51,-0.111,0.0,0.0
275,87931,9728.0,7297.0,34.0,0.0,305.0,3.42,-0.275,0.0,0.0
276,87932,9155.0,7148.0,29.0,0.0,341.0,3.4,-0.576,0.0,0.0
277,87933,8405.0,7028.0,24.0,0.0,327.0,3.42,-1.033,0.0,0.0
278,87934,8258.0,6834.0,19.0,0.0,357.0,3.48,-1.516,0.0,0.0
279,87935,7746.0,6920.0,11.0,0.0,350.0,3.54,-1.754,0.0,0.0
280,87936,7363.0,7043.0,16.0,0.0,295.0,3.58,-1.767,0.0,0.0
281,87937,7117.0,6696.0,13.0,0.0,353.0,3.52,-1.584,0.0,0.0
282,87938,6936.0,6503.0,12.0,0.0,362.0,3.47,-1.369,0.0,0.0
283,87939,6876.0,6221.0,12.0,0.0,333.0,3.4,-1.111,0.0,0.0
284,87940,7232.0,6299.0,12.0,0.0,332.0,3.39,-0.96,0.0,0.0
285,87941,8272.0,6887.0,15.0,0.0,343.0,3.4,-1.068,0.0,0.0
286,87942,9582.0,7639.0,25.0,0.0,281.0,3.4,-1.248,0.0,0.0
287,87943,10387.0,8537.0,38.0,0.0,245.0,3.34,-1.191,0.5129,2.0139
288,87944,10502.0,8875.0,36.0,11.0,237.0,3.13,0.338,46.8611,34.6673
289,87945,10513.0,8835.0,33.0,43.0,204.0,2.81,3.262,166.525,43.8142
290,87946,10378.0,8860.0,29.0,87.0,149.0,2.7,5.544,263.6733,45.779
291,87947,10193.0,8676.0,29.0,126.0,112.0,2.83,6.792,317.339,46.5288
292,87948,9914.0,8316.0,29.0,148.0,190.0,2.9,7.338,316.9919,47.333
293,87949,9775.0,8128.0,30.0,141.0,218.0,2.78,7.201,264.7331,47.4948
294,87950,9830.0,8096.0,30.0,106.0,361.0,2.49,6.01,169.6445,45.7923
295,87951,9859.0,7914.0,32.0,58.0,547.0,2.67,3.271,53.7703,35.7709
296,87952,10393.0,7876.0,35.0,17.0,586.0,2.98,0.45,1.1505,3.1526
297,87953,10751.0,7835.0,42.0,1.0,596.0,3.02,-0.463,0.0,0.0
298,87954,10534.0,7704.0,42.0,0.0,608.0,3.04,-0.579,0.0,0.0
299,87955,9817.0,7179.0,38.0,0.0,437.0,2.96,-0.527,0.0,0.0
300,87956,9142.0,7205.0,34.0,0.0,339.0,2.79,-0.366,0.0,0.0
301,87957,8515.0,7082.0,30.0,0.0,296.0,2.55,-0.233,0.0,0.0
302,87958,8309.0,6988.0,29.0,0.0,281.0,2.41,-0.106,0.0,0.0
303,87959,7821.0,7115.0,25.0,0.0,310.0,2.54,-0.082,0.0,0.0
304,87960,7405.0,7124.0,20.0,0.0,312.0,2.6,-0.3,0.0,0.0
305,87961,7143.0,6850.0,18.0,0.0,416.0,2.69,-0.325,0.0,0.0
306,87962,6990.0,6760.0,16.0,0.0,406.0,2.66,-0.235,0.0,0.0
307,87963,6960.0,6642.0,15.0,0.0,364.0,2.53,-0.002,0.0,0.0
308,87964,7260.0,6585.0,15.0,0.0,377.0,2.33,0.364,0.0,0.0
